id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
5622,Dubai,Lisboa,Lisboa,Paris;Moscovo,23,Nao,Cabine,Em trânsito,Normal,Normal,4779
5623,London,Lisboa,Lisboa,,22,Nao,Porão,Entregue,Frágil,Cancelado,8282
5624,Lisboa,São Paulo,São Paulo,,55,Nao,Porão,Entregue,Frágil,Cancelado,7619
5625,Tóquio,Bangkok,Bangkok,São Paulo,23,Nao,Cabine,Em trânsito,Normal,Normal,1015
5626,Bangkok,Sydney,London,Rio de Janeiro,137,Sim,Porão,Perdida,Normal,Normal,205
5627,Lisboa,Cairo,Cairo,,45,Nao,Porão,Entregue,Normal,Atrasado,9805
5628,Lisboa,Bangkok,Bangkok,Los Angeles,16,Nao,Porão,Entregue,Frágil,Atrasado,7538
5629,Dubai,Funchal,Funchal,Tóquio,29,Nao,Porão,Entregue,Frágil,Normal,843
5630,Funchal,Moscovo,Moscovo,Dubai,13,Nao,Cabine,Em trânsito,Normal,Normal,2513
5631,Dubai,Porto,Sydney,London;Madrid;Sydney,21,Nao,Porão,Em trânsito,Normal,Atrasado,2958
5632,London,Dubai,Dubai,Istambul;Paris;Roma,10,Nao,Cabine,Em trânsito,Normal,Normal,7575
5633,Sydney,Hong Kong,Hong Kong,,17,Nao,Porão,Entregue,Normal,Atrasado,6914
5634,Porto,Roma,Roma,Buenos Aires,69,Nao,Cabine,Entregue,Normal,Normal,4454
5635,Moscovo,Berlim,Berlim,Dubai;Paris,37,Nao,Porão,Entregue,Valiosa,Atrasado,5721
5636,Tóquio,São Paulo,São Paulo,Roma;Berlim,43,Nao,Porão,Entregue,Valiosa,Atrasado,5277
5637,Roma,Auckland,Auckland,Hong Kong;Sydney,69,Nao,Cabine,Entregue,Normal,Normal,2545
5638,Rio de Janeiro,Bangkok,Bangkok,,45,Nao,Porão,Entregue,Normal,Atrasado,9231
5639,Berlim,Rio de Janeiro,Porto,Berlim;Istambul;Porto,14,Nao,Porão,Em trânsito,Normal,Normal,1704
5640,Lisboa,Tóquio,Tóquio,Cairo,72,Nao,Cabine,Entregue,Normal,Cancelado,8180
5641,São Paulo,Buenos Aires,Buenos Aires,London;Funchal;Hong Kong,26,Nao,Cabine,Em trânsito,Normal,Normal,8335
5642,Porto,Istambul,Istambul,,41,Nao,Cabine,Entregue,Normal,Atrasado,8333
5643,Paris,Moscovo,Moscovo,Bangkok,30,Nao,Cabine,Em trânsito,Normal,Atrasado,398
5644,Los Angeles,Berlim,Berlim,Tóquio,5,Nao,Cabine,Em trânsito,Normal,Normal,6767
5645,Hong Kong,Los Angeles,Los Angeles,,45,Nao,Porão,Entregue,Frágil,Normal,1197
5646,Funchal,Madrid,Madrid,,178,Sim,Cabine,Perdida,Normal,Normal,467
5647,Barcelona,Hong Kong,Hong Kong,Roma;Cairo;Istambul,26,Nao,Cabine,Entregue,Normal,Normal,3975
5648,Sydney,Moscovo,Madrid,,158,Sim,Porão,Perdida,Frágil,Normal,1002
5649,Nova Iorque,Paris,Paris,Madrid;Nova Iorque,32,Nao,Cabine,Em trânsito,Normal,Normal,4819
5650,Los Angeles,Bangkok,Bangkok,Porto;Barcelona,15,Nao,Cabine,Em trânsito,Normal,Atrasado,9573
5651,Dubai,Madrid,Madrid,,37,Nao,Cabine,Entregue,Normal,Cancelado,6295
5652,Cairo,Tóquio,São Paulo,Dubai,191,Sim,Porão,Perdida,Normal,Atrasado,7459
5653,São Paulo,Porto,Barcelona,,198,Sim,Porão,Perdida,Valiosa,Normal,6796
5654,Dubai,Roma,Roma,,58,Nao,Cabine,Entregue,Normal,Atrasado,1719
5655,Buenos Aires,Cairo,Cairo,Paris,112,Sim,Cabine,Perdida,Normal,Normal,6900
5656,Auckland,Moscovo,Moscovo,,17,Nao,Cabine,Entregue,Normal,Atrasado,6647
5657,Rio de Janeiro,Dubai,Dubai,Funchal;Porto,42,Nao,Porão,Entregue,Normal,Cancelado,4339
5658,Buenos Aires,Cairo,Cairo,,54,Nao,Porão,Entregue,Valiosa,Atrasado,7627
5659,Madrid,Tóquio,Tóquio,Nova Iorque;Roma,123,Sim,Cabine,Perdida,Normal,Atrasado,8648
5660,Los Angeles,Sydney,Rio de Janeiro,London;Rio de Janeiro,18,Sim,Porão,Em trânsito,Frágil,Atrasado,8454
5661,Barcelona,Moscovo,Moscovo,Los Angeles;Paris;Tóquio,38,Nao,Porão,Entregue,Valiosa,Cancelado,156
5662,Tóquio,Berlim,Berlim,,15,Nao,Cabine,Entregue,Normal,Normal,7325
5663,Nova Iorque,Hong Kong,Buenos Aires,Buenos Aires;Funchal,30,Sim,Porão,Em trânsito,Valiosa,Atrasado,9676
5664,Auckland,Sydney,Nova Iorque,Nova Iorque,14,Nao,Porão,Em trânsito,Normal,Normal,3722
5665,Bangkok,Cairo,Dubai,Istambul;Funchal,126,Sim,Porão,Perdida,Normal,Atrasado,8672
5666,Sydney,Cairo,Berlim,Barcelona;Porto;Auckland,138,Sim,Porão,Perdida,Frágil,Atrasado,4862
5667,Istambul,Berlim,Berlim,,58,Nao,Cabine,Entregue,Frágil,Atrasado,2826
5668,Dubai,Moscovo,Moscovo,,34,Nao,Porão,Entregue,Frágil,Atrasado,1850
5669,Madrid,Sydney,Sydney,Istambul,151,Sim,Cabine,Perdida,Valiosa,Atrasado,2093
5670,Barcelona,Los Angeles,Los Angeles,,143,Sim,Cabine,Perdida,Normal,Atrasado,2585
5671,Tóquio,Madrid,Barcelona,Auckland,101,Sim,Porão,Perdida,Frágil,Normal,7266
5672,London,Dubai,Dubai,Paris,44,Nao,Cabine,Em trânsito,Normal,Atrasado,262
5673,Barcelona,Cairo,Cairo,,13,Nao,Cabine,Entregue,Normal,Normal,4888
5674,Hong Kong,Bangkok,Bangkok,,10,Nao,Porão,Entregue,Valiosa,Normal,3530
5675,Buenos Aires,Rio de Janeiro,Rio de Janeiro,,15,Nao,Cabine,Entregue,Normal,Normal,2218
5676,Hong Kong,Cairo,Cairo,,16,Nao,Porão,Entregue,Frágil,Cancelado,3149
5677,Los Angeles,London,London,Barcelona,12,Nao,Porão,Entregue,Normal,Normal,5633
5678,Buenos Aires,Madrid,Madrid,Porto;Auckland,100,Sim,Cabine,Perdida,Valiosa,Atrasado,5122
5679,Roma,Porto,Los Angeles,,103,Sim,Porão,Perdida,Normal,Normal,2267
5680,Nova Iorque,Dubai,Berlim,Tóquio;Buenos Aires;Berlim,17,Sim,Porão,Em trânsito,Frágil,Normal,2935
5681,Los Angeles,Dubai,Dubai,Rio de Janeiro;Moscovo,24,Nao,Cabine,Entregue,Normal,Atrasado,576
5682,Porto,Cairo,Sydney,,176,Sim,Porão,Perdida,Normal,Normal,7781
5683,Hong Kong,Moscovo,Moscovo,,55,Nao,Cabine,Entregue,Frágil,Cancelado,3197
5684,Istambul,Paris,Funchal,Lisboa;São Paulo,169,Sim,Porão,Perdida,Valiosa,Normal,2772
5685,Cairo,Rio de Janeiro,Rio de Janeiro,Istambul;Nova Iorque,31,Nao,Porão,Entregue,Valiosa,Normal,8891
5686,Funchal,Bangkok,Bangkok,,40,Nao,Porão,Entregue,Normal,Normal,776
5687,Lisboa,Bangkok,Bangkok,,58,Nao,Porão,Entregue,Normal,Cancelado,3568
5688,Los Angeles,Hong Kong,Hong Kong,Madrid;Lisboa,36,Nao,Porão,Entregue,Valiosa,Cancelado,6670
5689,Buenos Aires,London,London,Bangkok,32,Nao,Cabine,Entregue,Normal,Atrasado,6113
5690,Paris,Dubai,Sydney,,197,Sim,Porão,Perdida,Normal,Normal,7487
5691,Istambul,Tóquio,Roma,Roma,27,Nao,Porão,Em trânsito,Normal,Normal,6014
5692,Buenos Aires,Sydney,Sydney,Nova Iorque,48,Nao,Cabine,Entregue,Normal,Cancelado,4616
5693,Bangkok,Funchal,Buenos Aires,Roma;Buenos Aires,30,Nao,Porão,Em trânsito,Normal,Normal,5821
5694,Roma,Istambul,Istambul,Moscovo;Berlim;Sydney,33,Nao,Porão,Entregue,Normal,Normal,898
5695,Berlim,Hong Kong,Hong Kong,Porto;Paris;Dubai,53,Nao,Porão,Entregue,Valiosa,Atrasado,3544
5696,Lisboa,Tóquio,Tóquio,Porto,20,Nao,Porão,Entregue,Normal,Cancelado,3147
5697,Sydney,Buenos Aires,Buenos Aires,Bangkok;Dubai;Porto,57,Nao,Porão,Entregue,Frágil,Cancelado,8770
5698,Cairo,Funchal,London,Tóquio;Berlim,140,Sim,Porão,Perdida,Normal,Atrasado,7406
5699,London,Funchal,Paris,Paris,23,Sim,Porão,Em trânsito,Valiosa,Normal,136
5700,London,Rio de Janeiro,Funchal,Auckland;Funchal,29,Sim,Porão,Em trânsito,Frágil,Normal,7802
5701,Nova Iorque,Funchal,Funchal,São Paulo;Cairo,61,Nao,Porão,Entregue,Normal,Atrasado,3468
5702,Madrid,Hong Kong,Hong Kong,Porto;Madrid;Istambul,63,Nao,Porão,Entregue,Normal,Cancelado,3531
5703,Moscovo,Funchal,Funchal,Porto;Istambul,34,Sim,Cabine,Em trânsito,Valiosa,Atrasado,8902
5704,Tóquio,Bangkok,Bangkok,Hong Kong;Paris;Dubai,120,Sim,Cabine,Perdida,Frágil,Atrasado,3175
5705,Funchal,London,London,Bangkok,53,Nao,Porão,Entregue,Normal,Atrasado,499
5706,Roma,Barcelona,Moscovo,Los Angeles;Bangkok;Moscovo,22,Sim,Porão,Em trânsito,Frágil,Atrasado,971
5707,Lisboa,São Paulo,São Paulo,Berlim,40,Nao,Porão,Entregue,Normal,Atrasado,4596
5708,São Paulo,Nova Iorque,London,Dubai;Berlim;Istambul,114,Sim,Porão,Perdida,Normal,Normal,8510
5709,Paris,Los Angeles,Los Angeles,Hong Kong,21,Nao,Porão,Entregue,Frágil,Cancelado,850
5710,Porto,Istambul,Istambul,Buenos Aires,52,Nao,Cabine,Entregue,Normal,Atrasado,9395
5711,Istambul,São Paulo,São Paulo,Moscovo;Porto;Los Angeles,31,Nao,Porão,Entregue,Normal,Normal,5137
5712,Buenos Aires,Barcelona,Barcelona,Hong Kong;Moscovo,40,Nao,Cabine,Entregue,Normal,Normal,7697
5713,Berlim,Porto,Cairo,Barcelona;Cairo;Bangkok,34,Sim,Porão,Em trânsito,Frágil,Normal,6263
5714,Berlim,London,Bangkok,São Paulo;Istambul,108,Sim,Porão,Perdida,Normal,Atrasado,8355
5715,Sydney,Los Angeles,Los Angeles,Madrid;Barcelona,35,Sim,Cabine,Em trânsito,Valiosa,Normal,726
5716,Lisboa,Cairo,Nova Iorque,Bangkok;London;Nova Iorque,26,Sim,Porão,Em trânsito,Frágil,Atrasado,4500
5717,Paris,Nova Iorque,Nova Iorque,Rio de Janeiro;Sydney;Bangkok,171,Sim,Cabine,Perdida,Normal,Normal,5492
5718,Dubai,Nova Iorque,Nova Iorque,Sydney,102,Sim,Cabine,Perdida,Normal,Normal,5545
5719,Berlim,São Paulo,São Paulo,,27,Nao,Cabine,Entregue,Normal,Normal,2979
5720,Cairo,Tóquio,Porto,Rio de Janeiro;Berlim;Paris,104,Sim,Porão,Perdida,Normal,Atrasado,3863
5721,São Paulo,Dubai,Dubai,,36,Nao,Porão,Entregue,Frágil,Normal,7164
5722,Dubai,Tóquio,Tóquio,Rio de Janeiro;Dubai,129,Sim,Cabine,Perdida,Normal,Normal,5616
5723,Dubai,Lisboa,Lisboa,,41,Nao,Porão,Entregue,Frágil,Atrasado,7769
5724,Tóquio,São Paulo,Madrid,Paris;Auckland;Madrid,13,Nao,Porão,Em trânsito,Normal,Atrasado,9658
5725,Tóquio,Sydney,Sydney,Funchal,10,Nao,Porão,Entregue,Frágil,Atrasado,3275
5726,Lisboa,Paris,Porto,Cairo;Porto,23,Nao,Porão,Em trânsito,Normal,Normal,2060
5727,London,Lisboa,Lisboa,,60,Nao,Porão,Entregue,Frágil,Normal,7789
5728,Barcelona,London,London,Buenos Aires;Paris;Roma,52,Nao,Porão,Entregue,Normal,Normal,8068
5729,Lisboa,Nova Iorque,Nova Iorque,,23,Nao,Porão,Entregue,Frágil,Cancelado,6171
5730,São Paulo,Buenos Aires,Barcelona,Madrid,141,Sim,Porão,Perdida,Normal,Normal,2371
5731,Moscovo,Sydney,Sydney,Cairo,34,Nao,Porão,Entregue,Normal,Cancelado,3829
5732,London,Rio de Janeiro,Rio de Janeiro,Los Angeles,135,Sim,Cabine,Perdida,Normal,Atrasado,692
5733,Rio de Janeiro,Lisboa,Moscovo,Paris;Moscovo,32,Sim,Porão,Em trânsito,Frágil,Normal,9571
5734,São Paulo,Barcelona,Barcelona,Cairo;Nova Iorque,26,Nao,Cabine,Entregue,Normal,Normal,5093
5735,London,Auckland,Sydney,Lisboa;Roma,163,Sim,Porão,Perdida,Normal,Atrasado,3278
5736,Bangkok,Rio de Janeiro,Roma,São Paulo,108,Sim,Porão,Perdida,Frágil,Normal,1774
5737,London,Barcelona,Nova Iorque,Moscovo;Istambul,104,Sim,Porão,Perdida,Normal,Atrasado,7722
5738,Roma,Dubai,Moscovo,Lisboa;Cairo;Auckland,147,Sim,Porão,Perdida,Normal,Atrasado,807
5739,São Paulo,London,London,Berlim,50,Nao,Porão,Entregue,Frágil,Cancelado,4527
5740,Porto,Funchal,Funchal,,124,Sim,Cabine,Perdida,Frágil,Normal,9034
5741,Lisboa,Moscovo,Moscovo,Cairo,30,Nao,Cabine,Em trânsito,Normal,Atrasado,5070
5742,Madrid,Roma,Paris,Barcelona,138,Sim,Porão,Perdida,Normal,Normal,926
5743,Rio de Janeiro,Lisboa,Lisboa,London,10,Nao,Porão,Entregue,Normal,Atrasado,1522
5744,Bangkok,Buenos Aires,Buenos Aires,Hong Kong;Nova Iorque,63,Nao,Cabine,Entregue,Valiosa,Atrasado,5988
5745,Barcelona,Istambul,Istambul,,70,Nao,Porão,Entregue,Normal,Atrasado,5611
5746,Buenos Aires,São Paulo,São Paulo,,49,Nao,Porão,Entregue,Normal,Cancelado,7883
5747,Rio de Janeiro,São Paulo,São Paulo,Funchal;Auckland,19,Nao,Porão,Entregue,Normal,Normal,9581
5748,Bangkok,Dubai,Dubai,London,23,Nao,Porão,Entregue,Valiosa,Cancelado,650
5749,London,Sydney,Roma,,181,Sim,Porão,Perdida,Valiosa,Atrasado,8893
5750,Madrid,Buenos Aires,Buenos Aires,,56,Nao,Cabine,Entregue,Frágil,Cancelado,7709
5751,Porto,London,Tóquio,Funchal;Istambul,191,Sim,Porão,Perdida,Normal,Normal,9076
5752,Sydney,Nova Iorque,Nova Iorque,Moscovo;Istambul,177,Sim,Cabine,Perdida,Normal,Normal,4486
5753,Porto,Tóquio,Tóquio,Rio de Janeiro,15,Nao,Cabine,Entregue,Normal,Cancelado,6220
5754,Berlim,Rio de Janeiro,Paris,Sydney;Berlim;Paris,41,Sim,Porão,Em trânsito,Frágil,Normal,656
5755,Auckland,Cairo,Cairo,Berlim;Tóquio,36,Nao,Cabine,Entregue,Frágil,Normal,5577
5756,Los Angeles,Rio de Janeiro,Rio de Janeiro,Moscovo;Funchal,153,Sim,Cabine,Perdida,Normal,Normal,7670
5757,Porto,Sydney,Sydney,Bangkok,15,Nao,Cabine,Entregue,Normal,Normal,947
5758,Lisboa,Sydney,Sydney,Tóquio;Bangkok,11,Nao,Porão,Entregue,Frágil,Atrasado,2670
5759,Rio de Janeiro,Madrid,São Paulo,London;Barcelona;Lisboa,112,Sim,Porão,Perdida,Normal,Normal,4603
5760,Dubai,Auckland,Auckland,Barcelona;Los Angeles,72,Nao,Porão,Entregue,Normal,Atrasado,1515
5761,Lisboa,Madrid,Porto,Porto,18,Nao,Porão,Em trânsito,Normal,Atrasado,3513
5762,London,Buenos Aires,Rio de Janeiro,Bangkok,142,Sim,Porão,Perdida,Normal,Normal,5376
5763,Istambul,Dubai,Dubai,Lisboa;São Paulo;Bangkok,22,Nao,Cabine,Em trânsito,Normal,Atrasado,6847
5764,Barcelona,Paris,Barcelona,Barcelona,19,Nao,Porão,Em trânsito,Normal,Atrasado,2508
5765,Nova Iorque,Tóquio,Tóquio,,60,Nao,Porão,Entregue,Normal,Atrasado,1577
5766,London,São Paulo,São Paulo,Funchal;Rio de Janeiro,53,Nao,Porão,Entregue,Normal,Cancelado,5154
5767,Berlim,Dubai,Paris,,198,Sim,Porão,Perdida,Valiosa,Atrasado,4642
5768,Hong Kong,São Paulo,Dubai,Sydney;Hong Kong;Dubai,4,Nao,Porão,Em trânsito,Normal,Atrasado,1056
5769,Rio de Janeiro,Istambul,Rio de Janeiro,Dubai;Rio de Janeiro,28,Sim,Porão,Em trânsito,Frágil,Atrasado,7744
5770,Tóquio,Buenos Aires,Buenos Aires,Los Angeles;London;Rio de Janeiro,40,Nao,Porão,Entregue,Normal,Atrasado,7497
5771,Lisboa,Buenos Aires,Lisboa,Paris;Lisboa,17,Nao,Porão,Em trânsito,Normal,Normal,123
5772,Buenos Aires,London,Porto,Lisboa;Nova Iorque,182,Sim,Porão,Perdida,Normal,Normal,4181
5773,Funchal,Paris,Auckland,Roma;Auckland;Moscovo,9,Sim,Porão,Em trânsito,Valiosa,Normal,1809
5774,Sydney,Auckland,Auckland,Madrid;Sydney;Paris,33,Nao,Porão,Entregue,Valiosa,Atrasado,6522
5775,Bangkok,Los Angeles,Los Angeles,Moscovo,30,Nao,Porão,Entregue,Normal,Atrasado,1208
5776,Istambul,Auckland,Auckland,Porto;Funchal;Paris,14,Nao,Cabine,Em trânsito,Normal,Atrasado,9084
5777,Madrid,Moscovo,Moscovo,Roma;São Paulo;Madrid,122,Sim,Cabine,Perdida,Frágil,Normal,6221
5778,Los Angeles,Roma,Dubai,Funchal;Cairo,182,Sim,Porão,Perdida,Normal,Atrasado,7702
5779,Roma,Barcelona,Madrid,London,166,Sim,Porão,Perdida,Normal,Normal,4587
5780,Istambul,Lisboa,Nova Iorque,Nova Iorque;Hong Kong,18,Nao,Porão,Em trânsito,Normal,Atrasado,6406
5781,Moscovo,Buenos Aires,Buenos Aires,,51,Nao,Porão,Entregue,Valiosa,Cancelado,9250
5782,Bangkok,Sydney,Sydney,Rio de Janeiro;Bangkok;Barcelona,22,Nao,Porão,Entregue,Valiosa,Atrasado,4677
5783,Istambul,Funchal,Funchal,Cairo;Hong Kong,29,Nao,Porão,Entregue,Frágil,Cancelado,2596
5784,Sydney,Auckland,Auckland,Istambul,31,Nao,Porão,Entregue,Normal,Atrasado,893
5785,Cairo,Tóquio,Tóquio,Dubai;Paris;Hong Kong,42,Nao,Porão,Entregue,Normal,Cancelado,5947
5786,Istambul,Los Angeles,Los Angeles,London;Bangkok,192,Sim,Cabine,Perdida,Normal,Normal,6817
5787,London,Madrid,Madrid,Hong Kong,68,Nao,Porão,Entregue,Normal,Normal,7303
5788,Los Angeles,Istambul,Istambul,,125,Sim,Cabine,Perdida,Valiosa,Atrasado,3957
5789,Bangkok,Lisboa,Dubai,Bangkok;London;Dubai,44,Sim,Porão,Em trânsito,Frágil,Normal,1699
5790,Madrid,Barcelona,Barcelona,Lisboa;London;Madrid,32,Sim,Cabine,Em trânsito,Frágil,Atrasado,3292
5791,Dubai,Roma,Roma,Auckland;Berlim;São Paulo,161,Sim,Cabine,Perdida,Normal,Normal,7955
5792,Lisboa,Barcelona,Barcelona,,31,Nao,Porão,Entregue,Normal,Atrasado,9122
5793,Los Angeles,Berlim,Berlim,London,14,Nao,Porão,Entregue,Normal,Atrasado,1938
5794,Los Angeles,Tóquio,Berlim,Rio de Janeiro;Berlim,34,Sim,Porão,Em trânsito,Frágil,Atrasado,5927
5795,Sydney,Paris,Paris,Istambul;Barcelona,54,Nao,Porão,Entregue,Normal,Cancelado,3096
5796,Rio de Janeiro,Berlim,Dubai,Dubai;Roma,7,Nao,Porão,Em trânsito,Normal,Normal,8739
5797,Nova Iorque,Berlim,Berlim,,52,Nao,Cabine,Entregue,Normal,Normal,2831
5798,São Paulo,Istambul,Istambul,,130,Sim,Cabine,Perdida,Frágil,Atrasado,2291
5799,Moscovo,Funchal,Funchal,Nova Iorque;Dubai;Auckland,57,Nao,Porão,Entregue,Normal,Normal,9093
5800,Paris,Tóquio,Tóquio,Lisboa,57,Nao,Porão,Entregue,Frágil,Cancelado,7703
5801,Porto,London,London,,63,Nao,Porão,Entregue,Frágil,Normal,5126
5802,Lisboa,Los Angeles,Los Angeles,Hong Kong;Nova Iorque;Dubai,46,Nao,Porão,Entregue,Normal,Cancelado,6865
5803,Berlim,Sydney,Tóquio,London,185,Sim,Porão,Perdida,Frágil,Normal,4864
5804,Los Angeles,Buenos Aires,Buenos Aires,Funchal;Bangkok,13,Nao,Porão,Entregue,Normal,Cancelado,4193
5805,Roma,Porto,Hong Kong,London;Buenos Aires;Roma,168,Sim,Porão,Perdida,Frágil,Normal,2237
5806,Berlim,Paris,Paris,,50,Nao,Porão,Entregue,Normal,Cancelado,7798
5807,London,Istambul,Moscovo,Moscovo,35,Sim,Porão,Em trânsito,Frágil,Atrasado,9963
5808,Moscovo,Cairo,Cairo,São Paulo,170,Sim,Cabine,Perdida,Valiosa,Atrasado,5415
5809,Istambul,Buenos Aires,Bangkok,Dubai;Bangkok,23,Nao,Porão,Em trânsito,Normal,Atrasado,4697
5810,Istambul,Bangkok,Bangkok,London,48,Nao,Porão,Entregue,Valiosa,Normal,2115
5811,Los Angeles,Cairo,Cairo,,33,Nao,Cabine,Entregue,Normal,Normal,8565
5812,Bangkok,Hong Kong,London,,179,Sim,Porão,Perdida,Normal,Atrasado,9540
5813,Berlim,Buenos Aires,Buenos Aires,Cairo;Dubai,31,Nao,Porão,Entregue,Normal,Atrasado,6645
5814,Nova Iorque,Funchal,Hong Kong,São Paulo,180,Sim,Porão,Perdida,Frágil,Normal,788
5815,London,Dubai,Dubai,Auckland,65,Nao,Cabine,Entregue,Frágil,Atrasado,4243
5816,Hong Kong,São Paulo,São Paulo,London;Buenos Aires,22,Nao,Cabine,Entregue,Normal,Normal,5411
5817,Hong Kong,Paris,Paris,Madrid;Auckland,36,Nao,Porão,Entregue,Frágil,Atrasado,6744
5818,Porto,Moscovo,Moscovo,London;Sydney,13,Nao,Cabine,Em trânsito,Normal,Atrasado,7145
5819,Auckland,London,London,,30,Nao,Cabine,Entregue,Frágil,Cancelado,3135
5820,Bangkok,London,London,Nova Iorque;Cairo,147,Sim,Cabine,Perdida,Frágil,Normal,9191
5821,Auckland,Sydney,Sydney,Berlim;Rio de Janeiro;Funchal,39,Nao,Porão,Entregue,Normal,Normal,1217
5822,Sydney,Barcelona,Bangkok,Sydney,106,Sim,Porão,Perdida,Normal,Atrasado,1995
5823,Porto,Rio de Janeiro,Rio de Janeiro,Porto;Funchal;Cairo,45,Nao,Porão,Entregue,Frágil,Cancelado,2973
5824,Lisboa,Sydney,Sydney,Porto;Barcelona,48,Nao,Porão,Entregue,Normal,Normal,8915
5825,Barcelona,Funchal,Funchal,Rio de Janeiro;Porto;Roma,15,Nao,Porão,Entregue,Normal,Cancelado,791
5826,Berlim,Buenos Aires,Auckland,Auckland,16,Sim,Porão,Em trânsito,Frágil,Atrasado,5589
5827,Moscovo,Porto,Porto,,67,Nao,Porão,Entregue,Normal,Atrasado,6277
5828,Cairo,Hong Kong,Roma,Roma;Barcelona,11,Sim,Porão,Em trânsito,Frágil,Atrasado,7382
5829,Los Angeles,Paris,Hong Kong,Dubai;Hong Kong,26,Sim,Porão,Em trânsito,Valiosa,Normal,9745
5830,Cairo,Nova Iorque,Cairo,Berlim;Cairo,23,Nao,Porão,Em trânsito,Normal,Normal,4835
5831,Porto,Dubai,Hong Kong,Roma;Los Angeles,130,Sim,Porão,Perdida,Normal,Atrasado,7766
5832,London,Buenos Aires,Buenos Aires,,200,Sim,Cabine,Perdida,Normal,Normal,5408
5833,Rio de Janeiro,Bangkok,Bangkok,,58,Nao,Cabine,Entregue,Valiosa,Normal,3577
5834,Bangkok,London,Lisboa,,137,Sim,Porão,Perdida,Normal,Normal,3208
5835,Funchal,Tóquio,Paris,Lisboa;Los Angeles,108,Sim,Porão,Perdida,Frágil,Atrasado,4549
5836,Roma,Sydney,Sydney,Dubai,42,Nao,Porão,Entregue,Normal,Cancelado,7197
5837,Sydney,Cairo,Cairo,,60,Nao,Cabine,Entregue,Normal,Cancelado,4188
5838,Moscovo,Hong Kong,Hong Kong,,56,Nao,Porão,Entregue,Frágil,Normal,1029
5839,Rio de Janeiro,São Paulo,São Paulo,Porto;London;Roma,186,Sim,Cabine,Perdida,Valiosa,Atrasado,2636
5840,Buenos Aires,Cairo,Bangkok,Bangkok;Istambul;Madrid,13,Nao,Porão,Em trânsito,Normal,Atrasado,8478
5841,Istambul,Nova Iorque,Nova Iorque,Moscovo,13,Nao,Cabine,Entregue,Frágil,Cancelado,7427
5842,São Paulo,Paris,Roma,Bangkok;Hong Kong,117,Sim,Porão,Perdida,Frágil,Atrasado,7846
5843,Buenos Aires,São Paulo,São Paulo,Istambul,44,Nao,Porão,Entregue,Normal,Atrasado,6269
5844,São Paulo,Nova Iorque,Nova Iorque,Moscovo;Tóquio,159,Sim,Cabine,Perdida,Normal,Atrasado,8493
5845,Funchal,Barcelona,Auckland,Auckland,26,Sim,Porão,Em trânsito,Frágil,Atrasado,9698
5846,Lisboa,London,London,Istambul,34,Nao,Porão,Entregue,Valiosa,Normal,8029
5847,London,Paris,Paris,,55,Nao,Porão,Entregue,Normal,Atrasado,9472
5848,Barcelona,Nova Iorque,São Paulo,Los Angeles;São Paulo;Lisboa,21,Nao,Porão,Em trânsito,Normal,Atrasado,2460
5849,Nova Iorque,Tóquio,London,Rio de Janeiro;Bangkok;Istambul,188,Sim,Porão,Perdida,Normal,Atrasado,9577
5850,Los Angeles,Istambul,Istambul,Lisboa;Paris,64,Nao,Porão,Entregue,Normal,Cancelado,2160
5851,São Paulo,Sydney,Sydney,Cairo;Rio de Janeiro;Bangkok,32,Sim,Cabine,Em trânsito,Frágil,Normal,5106
5852,Los Angeles,Dubai,Dubai,,50,Nao,Porão,Entregue,Normal,Cancelado,2438
5853,Dubai,Istambul,Porto,Rio de Janeiro;London;Porto,17,Nao,Porão,Em trânsito,Normal,Atrasado,3274
5854,Tóquio,London,Los Angeles,Los Angeles;Tóquio;Cairo,19,Nao,Porão,Em trânsito,Normal,Atrasado,2025
5855,Nova Iorque,Funchal,Funchal,São Paulo;Lisboa;Buenos Aires,17,Nao,Cabine,Entregue,Frágil,Atrasado,4094
5856,Paris,Moscovo,Moscovo,Bangkok;Rio de Janeiro;Funchal,50,Nao,Porão,Entregue,Frágil,Normal,4298
5857,Lisboa,Bangkok,Cairo,Cairo,11,Sim,Porão,Em trânsito,Valiosa,Normal,1953
5858,Roma,Moscovo,Buenos Aires,,190,Sim,Porão,Perdida,Normal,Atrasado,8874
5859,Buenos Aires,Funchal,Funchal,Bangkok;Porto,51,Nao,Porão,Entregue,Normal,Atrasado,5461
5860,Auckland,Los Angeles,Los Angeles,Nova Iorque;Moscovo;Hong Kong,108,Sim,Cabine,Perdida,Frágil,Normal,3530
5861,Funchal,Istambul,Istambul,Funchal,19,Nao,Porão,Entregue,Normal,Cancelado,8579
5862,Nova Iorque,Barcelona,Hong Kong,Madrid;Bangkok;Tóquio,127,Sim,Porão,Perdida,Normal,Normal,144
5863,Madrid,Rio de Janeiro,Rio de Janeiro,,13,Nao,Porão,Entregue,Normal,Cancelado,2930
5864,Hong Kong,Lisboa,Hong Kong,Barcelona;Funchal;Nova Iorque,130,Sim,Porão,Perdida,Valiosa,Normal,6148
5865,Auckland,Paris,Paris,Porto,38,Nao,Cabine,Entregue,Frágil,Atrasado,6222
5866,Tóquio,Auckland,Auckland,Hong Kong,61,Nao,Porão,Entregue,Frágil,Atrasado,4155
